country,field,year,num_citations
Zambia,Computer Vision,2020,189
Burkina Faso,All,2022,64
Uganda,Natural Language Processing,2021,215
Uzbekistan,Computer Vision,2020,566
Belarus,Natural Language Processing,2021,7
Uzbekistan,Natural Language Processing,2016,1
Libya,Natural Language Processing,2019,179
Georgia,Natural Language Processing,2019,20
Indonesia,Large language models,2017,8
Somalia,All,2019,75
Slovakia,Large language models,2021,4
Syria,Computer Vision,2024,2
Malaysia,Large language models,2021,310
Cameroon,Natural Language Processing,2023,44
Guinea,All,2020,7
Bahrain,Large language models,2024,1
Eritrea,Computer Vision,2023,6
Timor-Leste,All,2019,59
Timor-Leste,All,2023,1
Kyrgyzstan,All,2022,196
Guatemala,Robotics,2018,24
Guatemala,Robotics,2021,50
Mozambique,Robotics,2017,1
Papua New Guinea,Robotics,2014,32
Paraguay,Robotics,2017,99
Liechtenstein,Robotics,2019,53
Montenegro,Robotics,2016,15
Iraq,AI Safety,2024,7
Madagascar,Computer Vision,2023,24
Mauritania,Computer Vision,2023,1
Nicaragua,Computer Vision,2019,1
Kazakhstan,Large language models,2023,33
New Zealand,Large language models,2023,183
Ghana,Large language models,2021,288
Norway,Large language models,2017,38
Croatia,Large language models,2021,17
Luxembourg,Large language models,2019,4
Panama,Natural Language Processing,2021,6
Liechtenstein,Natural Language Processing,2023,28
Swaziland,Natural Language Processing,2017,1
Paraguay,Computer Vision,2019,146
Uruguay,Computer Vision,2020,141
Mali,Natural Language Processing,2016,20
Mali,Natural Language Processing,2020,187
Benin,All,2021,241
Slovenia,All,2023,2903
Five Eyes,All,2017,2998163
Pakistan,All,2014,14503
Pakistan,All,2017,32772
Armenia,All,2023,225
Bosnia and Herzegovina,All,2023,521
Côte d'Ivoire,All,2016,169
Côte d'Ivoire,All,2020,59
Ghana,All,2018,824
Iran,All,2015,37710
Fiji,All,2024,55
Lebanon,All,2019,4299
South Sudan,All,2024,40
Israel,All,2017,119557
Trinidad and Tobago,All,2021,186
Kuwait,All,2014,551
Colombia,All,2016,11293
Canada,All,2024,10188
Switzerland,All,2021,109600
Libya,All,2015,309
United Arab Emirates,All,2017,11161
United Arab Emirates,All,2020,46376
Serbia,All,2016,6100
Estonia,All,2024,248
Mozambique,All,2024,94
Morocco,All,2017,7682
Paraguay,All,2017,179
Saudi Arabia,All,2019,63413
Peru,All,2017,4651
United States,All,2019,2358053
Myanmar,All,2021,792
El Salvador,All,2014,24
El Salvador,All,2017,25
OECD,All,2017,4123031
Norway,All,2018,30388
Cambodia,All,2023,724
Bolivia,All,2020,205
Thailand,Robotics,2021,1031
NATO,Robotics,2023,81957
Slovakia,Robotics,2023,219
Oceania,Robotics,2018,22285
Austria,Robotics,2015,4890
Iceland,Robotics,2018,35
Iceland,Robotics,2020,160
Sweden,Robotics,2021,6765
Belarus,Robotics,2016,42
Netherlands,Robotics,2021,11756
New Zealand,Robotics,2019,2948
Kazakhstan,Robotics,2024,43
Switzerland,AI Safety,2019,6097
Africa,AI Safety,2023,900
Oceania,AI Safety,2022,4308
Asia Pacific,AI Safety,2024,3993
Europe,AI Safety,2015,52992
Canada,AI Safety,2016,6235
Denmark,AI Safety,2024,41
China (mainland),AI Safety,2017,24554
Global Partnership on Artificial Intelligence,AI Safety,2024,6180
Finland,AI Safety,2021,657
Belarus,Computer Vision,2017,3128
South Sudan,Computer Vision,2018,19
Azerbaijan,Computer Vision,2020,7
Egypt,Computer Vision,2021,13516
New Zealand,Computer Vision,2017,9024
Mexico,Computer Vision,2014,4393
Hungary,Computer Vision,2018,2093
NATO,Computer Vision,2014,1033007
Africa,Computer Vision,2015,21339
Benin,Computer Vision,2023,62
Five Eyes,Computer Vision,2023,192063
Canada,Computer Vision,2023,22000
Zimbabwe,Computer Vision,2014,105
Bangladesh,Computer Vision,2017,3260
Qatar,Computer Vision,2022,3081
Saudi Arabia,Computer Vision,2019,22130
Vietnam,Computer Vision,2014,996
Vietnam,Computer Vision,2016,3208
Yemen,Computer Vision,2018,101
Argentina,Computer Vision,2023,286
Luxembourg,Computer Vision,2020,746
Burundi,Computer Vision,2020,97
Oceania,Computer Vision,2018,101304
Morocco,Computer Vision,2021,3577
Armenia,Computer Vision,2023,30
Mauritius,Computer Vision,2020,89
Latin America and the Caribbean,Large language models,2021,1940
Latin America and the Caribbean,Large language models,2023,1339
OECD,Large language models,2020,290905
Brazil,Large language models,2020,1031
United Kingdom,Large language models,2019,35878
Northern America,Large language models,2016,28956
Canada,Large language models,2022,10622
Israel,Large language models,2014,1344
Oceania,Large language models,2015,652
Romania,Natural Language Processing,2017,1679
Morocco,Natural Language Processing,2016,1014
Germany,Natural Language Processing,2019,51416
North Macedonia,Natural Language Processing,2022,177
North Macedonia,Natural Language Processing,2024,10
Burundi,Natural Language Processing,2020,348
United States,Natural Language Processing,2023,115161
United States,Natural Language Processing,2024,7793
Oceania,Natural Language Processing,2024,845
Lebanon,Natural Language Processing,2019,645
Russia,Natural Language Processing,2018,3693
Luxembourg,Natural Language Processing,2014,726
Northern America,Natural Language Processing,2017,360911
Taiwan,Natural Language Processing,2022,3195
ASEAN,Natural Language Processing,2022,17176
Kenya,Natural Language Processing,2024,33
Italy,Natural Language Processing,2014,16327
Italy,Natural Language Processing,2024,872
Africa,Natural Language Processing,2022,7141
Canada,Natural Language Processing,2016,26778
Slovakia,Natural Language Processing,2022,451
Netherlands,Natural Language Processing,2015,13054
Ireland,Natural Language Processing,2024,85
Tajikistan,Computer Vision,2016,2
Tajikistan,Computer Vision,2021,223
Senegal,Natural Language Processing,2020,21
Cameroon,Robotics,2014,154
Zambia,Computer Vision,2024,3
Georgia,Natural Language Processing,2017,38
United Arab Emirates,AI Safety,2024,225
Egypt,Large language models,2017,42
Egypt,Large language models,2024,56
Guatemala,Computer Vision,2020,44
Bangladesh,Large language models,2019,16
Kenya,Large language models,2022,112
Guinea,Computer Vision,2020,7
Zambia,Large language models,2021,288
Iraq,Large language models,2023,37
Rwanda,Large language models,2023,2
Timor-Leste,All,2021,13
Belize,All,2023,17
Bhutan,All,2023,8
Malawi,All,2020,36
Tajikistan,Robotics,2021,10
Uganda,Robotics,2019,8
Paraguay,Robotics,2015,2
Burundi,Robotics,2018,31
Guyana,Robotics,2023,1
Togo,Robotics,2021,55
Zimbabwe,Robotics,2014,36
Cuba,AI Safety,2016,30
North Korea,Computer Vision,2018,19
Moldova,Computer Vision,2015,11
Trinidad and Tobago,Computer Vision,2019,4
El Salvador,Computer Vision,2015,3
Namibia,Computer Vision,2022,60
New Zealand,Large language models,2017,124
South Sudan,Large language models,2017,74
Nigeria,Large language models,2021,294
Lebanon,Large language models,2022,5
Cyprus,Large language models,2019,11
Argentina,Large language models,2016,4
Botswana,Natural Language Processing,2018,2
Bahamas,Natural Language Processing,2021,11
Benin,All,2018,19
North Korea,All,2018,236
Rwanda,All,2019,441
Rwanda,All,2021,1844
Malta,All,2018,2081
Malta,All,2024,126
Czechia,All,2021,17149
Nigeria,All,2024,2572
Ghana,All,2023,2916
Brunei Darussalam,All,2015,82
Brunei Darussalam,All,2017,640
France,All,2019,210435
Costa Rica,All,2017,489
Belgium,All,2021,38497
Latvia,All,2022,1372
Europe,All,2021,1498364
Bulgaria,All,2018,4049
Zimbabwe,All,2018,200
Zimbabwe,All,2019,107
Nicaragua,All,2020,22
Nicaragua,All,2024,2
Indonesia,All,2018,28539
Indonesia,All,2019,30423
United Arab Emirates,All,2018,21094
Serbia,All,2024,584
Venezuela,All,2017,1346
Finland,All,2023,11515
Iceland,All,2018,3235
Iceland,All,2019,5690
Saudi Arabia,All,2016,32568
Belarus,All,2021,914
Tanzania,All,2018,113
Yemen,All,2018,720
Azerbaijan,All,2018,865
Azerbaijan,All,2023,538
Lithuania,All,2014,2350
Egypt,All,2024,2921
Italy,All,2017,154072
Cambodia,All,2017,77
Austria,All,2017,62470
Bolivia,All,2024,25
Kuwait,Robotics,2023,99
Estonia,Robotics,2018,779
Indonesia,Robotics,2014,597
Oman,Robotics,2014,10
NATO,Robotics,2020,337450
North Macedonia,Robotics,2016,197
North Macedonia,Robotics,2021,70
Saudi Arabia,Robotics,2023,1278
Cyprus,Robotics,2022,387
Panama,Robotics,2014,44
Jordan,Robotics,2021,414
Norway,Robotics,2016,3297
Mongolia,Robotics,2016,75
Morocco,Robotics,2015,108
India,Robotics,2024,961
Luxembourg,Robotics,2015,337
Ethiopia,Robotics,2022,201
Oceania,Robotics,2024,682
Iran,Robotics,2017,5591
Algeria,Robotics,2019,1396
EU,Robotics,2016,173251
Turkey,Robotics,2015,5091
Turkey,Robotics,2017,5010
NATO,AI Safety,2021,117657
NATO,AI Safety,2022,72458
Mexico,AI Safety,2015,43
Spain,AI Safety,2015,466
Spain,AI Safety,2019,9219
Singapore,AI Safety,2020,8730
Denmark,AI Safety,2021,782
India,AI Safety,2014,606
India,AI Safety,2023,2083
Malaysia,AI Safety,2014,111
Iran,AI Safety,2024,42
Bulgaria,Computer Vision,2018,730
South Sudan,Computer Vision,2021,194
Egypt,Computer Vision,2017,7745
Norway,Computer Vision,2020,11502
Bahrain,Computer Vision,2020,72
Jordan,Computer Vision,2021,2548
Bolivia,Computer Vision,2015,16
Slovakia,Computer Vision,2024,58
Nepal,Computer Vision,2024,118
Africa,Computer Vision,2014,20237
Ireland,Computer Vision,2024,365
Sweden,Computer Vision,2019,30612
Asia Pacific,Computer Vision,2021,1189653
Bosnia and Herzegovina,Computer Vision,2014,287
Vietnam,Computer Vision,2022,5633
Sri Lanka,Computer Vision,2017,691
Israel,Computer Vision,2014,39871
Israel,Computer Vision,2018,47929
Colombia,Computer Vision,2015,4650
Argentina,Computer Vision,2024,29
Luxembourg,Computer Vision,2017,1108
Luxembourg,Computer Vision,2018,523
United Kingdom,Computer Vision,2016,171465
Costa Rica,Computer Vision,2014,80
Latin America and the Caribbean,Large language models,2014,12
ASEAN,Large language models,2020,4203
OECD,Large language models,2018,197962
Brazil,Large language models,2024,55
Europe,Large language models,2020,112800
Five Eyes,Large language models,2019,256523
Northern America,Large language models,2018,182255
China (mainland),Large language models,2016,5808
Singapore,Large language models,2020,3700
Asia Pacific,Large language models,2016,16152
NATO,Large language models,2018,189993
Israel,Natural Language Processing,2016,40064
Oman,Natural Language Processing,2020,99
Sudan,Natural Language Processing,2023,32
Sudan,Natural Language Processing,2024,3
Bulgaria,Natural Language Processing,2021,1194
Malaysia,Natural Language Processing,2020,2281
Malaysia,Natural Language Processing,2023,1348
Burundi,Natural Language Processing,2018,24
Chile,Natural Language Processing,2019,690
Kazakhstan,Natural Language Processing,2018,124
Iraq,Natural Language Processing,2014,65
Croatia,Natural Language Processing,2021,372
Sweden,Natural Language Processing,2014,5064
Peru,Natural Language Processing,2024,3
Cyprus,Natural Language Processing,2020,162
Greece,Natural Language Processing,2021,4628
Nigeria,Natural Language Processing,2023,596
France,Natural Language Processing,2022,11458
Africa,Natural Language Processing,2015,6564
Africa,Natural Language Processing,2018,10526
Indonesia,Natural Language Processing,2022,3074
South Korea,Natural Language Processing,2016,5885
Niger,All,2020,282
Thailand,AI Safety,2016,34
Tajikistan,Computer Vision,2014,6
Tajikistan,Computer Vision,2023,18
Mexico,Large language models,2019,277
Barbados,All,2023,28
Papua New Guinea,All,2022,91
Zambia,Computer Vision,2017,33
Panama,Computer Vision,2014,20
Burkina Faso,All,2014,51
Albania,Natural Language Processing,2020,19
Slovenia,AI Safety,2018,89
Portugal,Large language models,2019,759
Georgia,Natural Language Processing,2022,28
Egypt,Large language models,2015,57
Somalia,All,2023,143
Somalia,All,2024,15
Gabon,All,2015,15
Myanmar,Robotics,2024,1
Syria,Computer Vision,2018,6
Djibouti,Computer Vision,2017,19
Togo,Computer Vision,2022,84
Syria,Large language models,2021,10
Albania,Large language models,2023,5
Antigua and Barbuda,AI Safety,2024,5
Lesotho,All,2021,7
Dominican Republic,All,2021,258
Monaco,All,2019,73
Bhutan,All,2024,9
Saint Kitts and Nevis,All,2015,42
Saint Kitts and Nevis,All,2024,2
Libya,Robotics,2016,26
Grenada,Robotics,2023,4
Botswana,Robotics,2017,7
Botswana,Robotics,2019,4
Mali,Robotics,2023,1
Uzbekistan,Robotics,2022,46
Azerbaijan,AI Safety,2017,11
North Macedonia,AI Safety,2016,8
Ghana,AI Safety,2020,91
Ghana,AI Safety,2024,21
Colombia,AI Safety,2022,67
Laos,Computer Vision,2020,41
Madagascar,Computer Vision,2020,242
Jamaica,Computer Vision,2015,2227
El Salvador,Computer Vision,2020,30
São Tomé and Príncipe,Computer Vision,2015,11
Dominican Republic,Computer Vision,2019,966
New Zealand,Large language models,2024,102
Argentina,Large language models,2022,10
Paraguay,Natural Language Processing,2022,12
Kosovo,Natural Language Processing,2020,42
Namibia,Natural Language Processing,2022,101
Paraguay,Computer Vision,2023,15
North Korea,All,2023,32
NATO,All,2018,3798217
Northern America,All,2024,68810
Côte d'Ivoire,All,2021,107
Singapore,All,2018,169788
Botswana,All,2014,6
Botswana,All,2017,141
Botswana,All,2020,421
Moldova,All,2019,51
Belgium,All,2015,44384
Belgium,All,2024,1756
Ecuador,All,2021,3172
South Sudan,All,2014,482
South Sudan,All,2020,540
Kuwait,All,2017,855
Kuwait,All,2018,1481
New Zealand,All,2015,13064
Colombia,All,2022,4867
Philippines,All,2021,4637
Canada,All,2019,292109
Croatia,All,2020,6534
Croatia,All,2022,3846
Panama,All,2019,284
Netherlands,All,2017,130391
Finland,All,2022,24335
Kenya,All,2015,206
Cyprus,All,2020,10853
Australia,All,2015,132069
Poland,All,2018,37957
Namibia,All,2017,70
Oceania,All,2019,328241
EU,All,2023,361033
Norway,All,2017,23305
Kuwait,Robotics,2014,57
Argentina,Robotics,2018,981
Slovenia,Robotics,2022,410
Estonia,Robotics,2022,295
Bulgaria,Robotics,2023,127
Yemen,Robotics,2018,19
Italy,Robotics,2020,32266
China (mainland),Robotics,2018,123498
Czechia,Robotics,2018,2602
Egypt,Robotics,2017,2710
Cyprus,Robotics,2021,705
Jordan,Robotics,2019,371
Mongolia,Robotics,2015,3
Mongolia,Robotics,2021,39
Morocco,Robotics,2014,344
Ecuador,Robotics,2017,808
Africa,Robotics,2016,5096
Iceland,Robotics,2014,633
Colombia,Robotics,2018,1099
Venezuela,Robotics,2020,73
New Zealand,Robotics,2015,2435
ASEAN,Robotics,2019,22048
ASEAN,Robotics,2024,939
Ireland,Robotics,2016,1044
Poland,Robotics,2018,3322
Philippines,Robotics,2024,17
Turkey,Robotics,2024,281
Poland,AI Safety,2021,1202
Brazil,AI Safety,2019,1985
New Zealand,AI Safety,2015,100
NATO,AI Safety,2019,236505
ASEAN,AI Safety,2021,6830
Chile,AI Safety,2024,4
Five Eyes,AI Safety,2022,62378
Argentina,AI Safety,2021,135
Singapore,AI Safety,2021,6438
Asia Pacific,AI Safety,2018,94710
Qatar,AI Safety,2020,1346
China (mainland),AI Safety,2015,11637
Germany,AI Safety,2018,16189
Tunisia,Computer Vision,2016,4001
Singapore,Computer Vision,2024,2044
Japan,Computer Vision,2019,56500
Jordan,Computer Vision,2015,1391
Iceland,Computer Vision,2024,8
Nigeria,Computer Vision,2015,285
Africa,Computer Vision,2016,20059
Iran,Computer Vision,2019,17423
Canada,Computer Vision,2018,99186
Spain,Computer Vision,2016,44634
Spain,Computer Vision,2020,42355
Tanzania,Computer Vision,2015,89
Kazakhstan,Computer Vision,2020,824
Qatar,Computer Vision,2020,6608
North Macedonia,Computer Vision,2014,175
Colombia,Computer Vision,2020,3679
Luxembourg,Computer Vision,2016,281
Ecuador,Computer Vision,2024,81
Pakistan,Computer Vision,2019,29017
Pakistan,Computer Vision,2023,9562
Estonia,Computer Vision,2023,176
Taiwan,Computer Vision,2018,26637
Netherlands,Large language models,2014,174
EU,Large language models,2020,84240
Japan,Large language models,2020,4033
Belgium,Large language models,2019,84
Taiwan,Large language models,2024,72
Five Eyes,Large language models,2014,11216
Israel,Large language models,2024,212
Spain,Large language models,2022,1506
Oceania,Large language models,2014,531
